person_key,identity_basis,normalized_name,display_name,profile_urls,organizations,titles,appears_in_exports,export_rows,distinct_orgs,conflicting_affiliation,missing_profile_url
linkedin.com/in/dana-dobrescu-6136,profile_url,dana dobrescu,Dana Dobrescu,linkedin.com/in/dana-dobrescu-6136,Rooksby Legal,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/dana-drummond-7276,profile_url,dana drummond,Dana Drummond,linkedin.com/in/dana-drummond-7276,Elmsworth Tutors,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-eastcott-4237,profile_url,dana eastcott,Dana Eastcott,linkedin.com/in/dana-eastcott-4237,Tannerly Design,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-eastcott-ashdown-7742,profile_url,dana eastcott ashdown,Dana Eastcott-Ashdown,linkedin.com/in/dana-eastcott-ashdown-7742,Zenner Foods,Platform Lead,Elena Duvall,1,1,False,0
linkedin.com/in/dana-egerton-7695,profile_url,dana egerton,Dana Egerton,linkedin.com/in/dana-egerton-7695,Inglenook Bakery,Director of IT,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-fairweather-9151,profile_url,dana fairweather,Dana Fairweather,linkedin.com/in/dana-fairweather-9151,Ambrose Trading,Director of Software Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-falkenrath-2254,profile_url,dana falkenrath,Dana Falkenrath,linkedin.com/in/dana-falkenrath-2254,Vespermill Analytics,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-ferreira-3970,profile_url,dana ferreira,Dana Ferreira,linkedin.com/in/dana-ferreira-3970,Xanthe Labs,Product Director,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-fontaine-2216,profile_url,dana fontaine,Dana Fontaine,linkedin.com/in/dana-fontaine-2216,Yardley Print,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-gluckstein-7613,profile_url,dana gluckstein,Dana Glückstein,linkedin.com/in/dana-gluckstein-7613,Inglenook Bakery,Chief Information Officer,Marcus Aldridge,1,1,False,0
name:dana grimsby,name_only,dana grimsby,Dana Grimsby,,Bellchamber Media,Head of Automation,Dana Whitfield,1,1,False,1
linkedin.com/in/dana-halloran-7294,profile_url,dana halloran,Dana Halloran,linkedin.com/in/dana-halloran-7294,Fairbourne Fitness,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-hartigan-5487,profile_url,dana hartigan,Dana Hartigan,linkedin.com/in/dana-hartigan-5487,Zenner Foods,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-havercamp-7388,profile_url,dana havercamp,Dana Havercamp,linkedin.com/in/dana-havercamp-7388,Xanthe Labs,Director of Software Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-havercamp-vasquez-2520,profile_url,dana havercamp vasquez,Dana Havercamp-Vasquez,linkedin.com/in/dana-havercamp-vasquez-2520,Ambrose Trading,Head of Platform Engineering,Owen Trask,1,1,False,0
linkedin.com/in/dana-hojgaard-9052,profile_url,dana hojgaard,Dana Højgaard,linkedin.com/in/dana-hojgaard-9052,Pale Harbour Studio,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-ibarra-6032,profile_url,dana ibarra,Dana Ibarra,linkedin.com/in/dana-ibarra-6032,Zenner Foods,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-ingleby-6216,profile_url,dana ingleby,Dana Ingleby,linkedin.com/in/dana-ingleby-6216,Highmoor Cycles,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-isenberg-3295,profile_url,dana isenberg,Dana Isenberg,linkedin.com/in/dana-isenberg-3295,Elmsworth Tutors,VP Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-jarrold-1446,profile_url,dana jarrold,Dana Jarrold,linkedin.com/in/dana-jarrold-1446,Whitlock Staffing,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-kettleborough-3551,profile_url,dana kettleborough,Dana Kettleborough,linkedin.com/in/dana-kettleborough-3551,Underwood & Vale,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-kirkbride-8572,profile_url,dana kirkbride,Dana Kirkbride,linkedin.com/in/dana-kirkbride-8572,Ondermark Consulting,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-lindqvist-1855,profile_url,dana lindqvist,Dana Lindqvist,linkedin.com/in/dana-lindqvist-1855,Ondermark Consulting,VP Enterprise Architecture,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-lomsadze-6404,profile_url,dana lomsadze,Dana Lomsadze,linkedin.com/in/dana-lomsadze-6404,Ondermark Consulting,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/dana-marchetti-3990,profile_url,dana marchetti,Dana Marchetti,linkedin.com/in/dana-marchetti-3990,Rooksby Legal,VP Data & Analytics,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-merriweather-9007,profile_url,dana merriweather,Dana Merriweather,linkedin.com/in/dana-merriweather-9007,Whitlock Staffing,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/dana-mkhize-6309,profile_url,dana mkhize,Dana Mkhize,linkedin.com/in/dana-mkhize-6309,Ambrose Trading,Chief Technology Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-mkhize-ingleby-2005,profile_url,dana mkhize ingleby,Dana Mkhize-Ingleby,linkedin.com/in/dana-mkhize-ingleby-2005,Ondermark Consulting,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/dana-nakashima-1859,profile_url,dana nakashima,Dana Nakashima,linkedin.com/in/dana-nakashima-1859,Pale Harbour Studio,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-nakashima-gluckstein-2551,profile_url,dana nakashima gluckstein,Dana Nakashima-Glückstein,linkedin.com/in/dana-nakashima-gluckstein-2551,Highmoor Cycles,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/dana-norrington-8939,profile_url,dana norrington,Dana Norrington,linkedin.com/in/dana-norrington-8939,Inglenook Bakery,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-okonkwo-4048,profile_url,dana okonkwo,Dana Okonkwo,linkedin.com/in/dana-okonkwo-4048,Xanthe Labs,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-okonkwo-drummond-8937,profile_url,dana okonkwo drummond,Dana Okonkwo-Drummond,linkedin.com/in/dana-okonkwo-drummond-8937,Underwood & Vale,Staff Engineer,Owen Trask,1,1,False,0
linkedin.com/in/dana-oldfield-4784,profile_url,dana oldfield,Dana Oldfield,linkedin.com/in/dana-oldfield-4784,Zenner Foods,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-oyelaran-8161,profile_url,dana oyelaran,Dana Oyelaran,linkedin.com/in/dana-oyelaran-8161,Whitlock Staffing,Head of Platform Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-petrossian-1297,profile_url,dana petrossian,Dana Petrossian,linkedin.com/in/dana-petrossian-1297,Rooksby Legal,Chief Information Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-prendergast-4212,profile_url,dana prendergast,Dana Prendergast,linkedin.com/in/dana-prendergast-4212,Underwood & Vale,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-quillane-2403,profile_url,dana quillane,Dana Quillane,linkedin.com/in/dana-quillane-2403,Dunmowe Travel,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/dana-rushworth-9464,profile_url,dana rushworth,Dana Rushworth,linkedin.com/in/dana-rushworth-9464,Elmsworth Tutors,Director of Software Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-salcedo-1171,profile_url,dana salcedo,Dana Salcedo,linkedin.com/in/dana-salcedo-1171,Whitlock Staffing,SVP Digital,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-sandoval-1724,profile_url,dana sandoval,Dana Sandoval,linkedin.com/in/dana-sandoval-1724,Pale Harbour Studio,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-thackeray-9098,profile_url,dana thackeray,Dana Thackeray,linkedin.com/in/dana-thackeray-9098,Xanthe Labs,Program Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-underhill-5868,profile_url,dana underhill,Dana Underhill,linkedin.com/in/dana-underhill-5868,Corbridge Realty,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-vandermolen-8770,profile_url,dana vandermolen,Dana Vandermolen,linkedin.com/in/dana-vandermolen-8770,Pale Harbour Studio,Director of Software Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/dana-vandermolen-kettleborough-8164,profile_url,dana vandermolen kettleborough,Dana Vandermolen-Kettleborough,linkedin.com/in/dana-vandermolen-kettleborough-8164,Highmoor Cycles,Product Director,Elena Duvall,1,1,False,0
linkedin.com/in/dana-vasquez-4143,profile_url,dana vasquez,Dana Vasquez,linkedin.com/in/dana-vasquez-4143,Garrowby Books,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-wexford-8841,profile_url,dana wexford,Dana Wexford,linkedin.com/in/dana-wexford-8841,Whitlock Staffing,SVP Digital,Priya Raghunathan,1,1,False,0
linkedin.com/in/dana-wolstenholme-6188,profile_url,dana wolstenholme,Dana Wolstenholme,linkedin.com/in/dana-wolstenholme-6188,Rooksby Legal,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-yarrow-4749,profile_url,dana yarrow,Dana Yarrow,linkedin.com/in/dana-yarrow-4749,Yardley Print,SVP Digital,Tomás Beckett,1,1,False,0
linkedin.com/in/dana-zettergren-5614,profile_url,dana zettergren,Dana Zettergren,linkedin.com/in/dana-zettergren-5614,Xanthe Labs,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/dana-zubkov-7990,profile_url,dana zubkov,Dana Zubkov,linkedin.com/in/dana-zubkov-7990,Underwood & Vale,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-achterberg-2025,profile_url,desmond achterberg,Desmond Achterberg,linkedin.com/in/desmond-achterberg-2025,Garrowby Books,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-ashdown-1383,profile_url,desmond ashdown,Desmond Ashdown,linkedin.com/in/desmond-ashdown-1383,Underwood & Vale,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-balogun-6282,profile_url,desmond balogun,Desmond Balogun,linkedin.com/in/desmond-balogun-6282,Inglenook Bakery,VP Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-bellinger-6904,profile_url,desmond bellinger,Desmond Bellinger,linkedin.com/in/desmond-bellinger-6904,Pale Harbour Studio,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-brenneman-9635,profile_url,desmond brenneman,Desmond Brenneman,linkedin.com/in/desmond-brenneman-9635,Whitlock Staffing,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/desmond-cardoso-1014,profile_url,desmond cardoso,Desmond Cardoso,linkedin.com/in/desmond-cardoso-1014,Meridian Peak Foods,Director of IT,Dana Whitfield; Owen Trask,2,1,False,0
linkedin.com/in/desmond-cathcart-8749,profile_url,desmond cathcart,Desmond Cathcart,linkedin.com/in/desmond-cathcart-8749,Ambrose Trading,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-crowther-3559,profile_url,desmond crowther,Desmond Crowther,linkedin.com/in/desmond-crowther-3559,Quintrell Advisory,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-dellinger-2313,profile_url,desmond dellinger,Desmond Dellinger,linkedin.com/in/desmond-dellinger-2313,Tannerly Design,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-dobrescu-8022,profile_url,desmond dobrescu,Desmond Dobrescu,linkedin.com/in/desmond-dobrescu-8022,Whitlock Staffing,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-drummond-6583,profile_url,desmond drummond,Desmond Drummond,linkedin.com/in/desmond-drummond-6583,Ambrose Trading,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-eastcott-6068,profile_url,desmond eastcott,Desmond Eastcott,linkedin.com/in/desmond-eastcott-6068,Corbridge Realty,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-egerton-5027,profile_url,desmond egerton,Desmond Egerton,linkedin.com/in/desmond-egerton-5027,Rooksby Legal,Head of Automation,Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-egerton-vandermolen-6432,profile_url,desmond egerton vandermolen,Desmond Egerton-Vandermolen,linkedin.com/in/desmond-egerton-vandermolen-6432,Tannerly Design,Head of Innovation,Elena Duvall,1,1,False,0
linkedin.com/in/desmond-fairweather-2878,profile_url,desmond fairweather,Desmond Fairweather,linkedin.com/in/desmond-fairweather-2878,Ambrose Trading,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-falkenrath-7839,profile_url,desmond falkenrath,Desmond Falkenrath,linkedin.com/in/desmond-falkenrath-7839,Vespermill Analytics,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-ferreira-4202,profile_url,desmond ferreira,Desmond Ferreira,linkedin.com/in/desmond-ferreira-4202,Bellchamber Media,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/desmond-fontaine-7328,profile_url,desmond fontaine,Desmond Fontaine,linkedin.com/in/desmond-fontaine-7328,Tannerly Design,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-fontaine-vasquez-8751,profile_url,desmond fontaine vasquez,Desmond Fontaine-Vasquez,linkedin.com/in/desmond-fontaine-vasquez-8751,Zenner Foods,Platform Lead,Elena Duvall,1,1,False,0
linkedin.com/in/desmond-gluckstein-1725,profile_url,desmond gluckstein,Desmond Glückstein,linkedin.com/in/desmond-gluckstein-1725,Xanthe Labs,Head of Developer Productivity,Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-gluckstein-bellinger-8751,profile_url,desmond gluckstein bellinger,Desmond Glückstein-Bellinger,linkedin.com/in/desmond-gluckstein-bellinger-8751,Inglenook Bakery,Director of Software Engineering,Owen Trask,1,1,False,0
linkedin.com/in/desmond-grimsby-4768,profile_url,desmond grimsby,Desmond Grimsby,linkedin.com/in/desmond-grimsby-4768,Inglenook Bakery,VP Enterprise Architecture,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-halloran-8871,profile_url,desmond halloran,Desmond Halloran,linkedin.com/in/desmond-halloran-8871,Quintrell Advisory,Chief Operating Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-halloran-thackeray-1392,profile_url,desmond halloran thackeray,Desmond Halloran-Thackeray,linkedin.com/in/desmond-halloran-thackeray-1392,Ondermark Consulting,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/desmond-hartigan-7885,profile_url,desmond hartigan,Desmond Hartigan,linkedin.com/in/desmond-hartigan-7885,Dunmowe Travel,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/desmond-hartigan-rushworth-5355,profile_url,desmond hartigan rushworth,Desmond Hartigan-Rushworth,linkedin.com/in/desmond-hartigan-rushworth-5355,Corbridge Realty,Director of IT,Elena Duvall,1,1,False,0
linkedin.com/in/desmond-havercamp-2323,profile_url,desmond havercamp,Desmond Havercamp,linkedin.com/in/desmond-havercamp-2323,Quintrell Advisory,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-hojgaard-9055,profile_url,desmond hojgaard,Desmond Højgaard,linkedin.com/in/desmond-hojgaard-9055,Quintrell Advisory,Staff Engineer,Priya Raghunathan,1,1,False,0
name:desmond ibarra,name_only,desmond ibarra,Desmond Ibarra,,Ambrose Trading,Product Director,Marcus Aldridge,1,1,False,1
linkedin.com/in/desmond-ingleby-2452,profile_url,desmond ingleby,Desmond Ingleby,linkedin.com/in/desmond-ingleby-2452,Rooksby Legal,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-ingleby-norrington-3069,profile_url,desmond ingleby norrington,Desmond Ingleby-Norrington,linkedin.com/in/desmond-ingleby-norrington-3069,Highmoor Cycles,Director of Software Engineering,Elena Duvall,1,1,False,0
name:desmond ingleby zubkov,name_only,desmond ingleby zubkov,Desmond Ingleby-Zubkov,,Inglenook Bakery,"Senior Manager, Engineering",Elena Duvall,1,1,False,1
linkedin.com/in/desmond-isenberg-5779,profile_url,desmond isenberg,Desmond Isenberg,linkedin.com/in/desmond-isenberg-5779,Bellchamber Media,"Senior Manager, Engineering",Priya Raghunathan,1,1,False,0
linkedin.com/in/desmond-jarrold-9762,profile_url,desmond jarrold,Desmond Jarrold,linkedin.com/in/desmond-jarrold-9762,Yardley Print,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-kettleborough-9223,profile_url,desmond kettleborough,Desmond Kettleborough,linkedin.com/in/desmond-kettleborough-9223,Zenner Foods,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-kettleborough-cardoso-6458,profile_url,desmond kettleborough cardoso,Desmond Kettleborough-Cardoso,linkedin.com/in/desmond-kettleborough-cardoso-6458,Yardley Print,Staff Engineer,Owen Trask,1,1,False,0
linkedin.com/in/desmond-kirkbride-6481,profile_url,desmond kirkbride,Desmond Kirkbride,linkedin.com/in/desmond-kirkbride-6481,Yardley Print,Head of Platform Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-lindqvist-1117,profile_url,desmond lindqvist,Desmond Lindqvist,linkedin.com/in/desmond-lindqvist-1117,Rooksby Legal,SVP Digital,Tomás Beckett,1,1,False,0
linkedin.com/in/desmond-lomsadze-6524,profile_url,desmond lomsadze,Desmond Lomsadze,linkedin.com/in/desmond-lomsadze-6524,Vespermill Analytics,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-marchetti-3995,profile_url,desmond marchetti,Desmond Marchetti,linkedin.com/in/desmond-marchetti-3995,Vespermill Analytics,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-merriweather-3105,profile_url,desmond merriweather,Desmond Merriweather,linkedin.com/in/desmond-merriweather-3105,Bellchamber Media,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-mkhize-9307,profile_url,desmond mkhize,Desmond Mkhize,linkedin.com/in/desmond-mkhize-9307,Underwood & Vale,Head of Developer Productivity,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-nakashima-5403,profile_url,desmond nakashima,Desmond Nakashima,linkedin.com/in/desmond-nakashima-5403,Pale Harbour Studio,Chief Operating Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-norrington-9544,profile_url,desmond norrington,Desmond Norrington,linkedin.com/in/desmond-norrington-9544,Tannerly Design,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/desmond-okonkwo-7909,profile_url,desmond okonkwo,Desmond Okonkwo,linkedin.com/in/desmond-okonkwo-7909,Pale Harbour Studio,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-oldfield-9209,profile_url,desmond oldfield,Desmond Oldfield,linkedin.com/in/desmond-oldfield-9209,Ambrose Trading,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/desmond-oldfield-yarrow-4379,profile_url,desmond oldfield yarrow,Desmond Oldfield-Yarrow,linkedin.com/in/desmond-oldfield-yarrow-4379,Vespermill Analytics,Staff Engineer,Elena Duvall,1,1,False,0
linkedin.com/in/desmond-oyelaran-5988,profile_url,desmond oyelaran,Desmond Oyelaran,linkedin.com/in/desmond-oyelaran-5988,Underwood & Vale,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-petrossian-1180,profile_url,desmond petrossian,Desmond Petrossian,linkedin.com/in/desmond-petrossian-1180,Yardley Print,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/desmond-petrossian-vasquez-6902,profile_url,desmond petrossian vasquez,Desmond Petrossian-Vasquez,linkedin.com/in/desmond-petrossian-vasquez-6902,Quintrell Advisory,Engineering Manager,Tomás Beckett,1,1,False,0
name:desmond prendergast,name_only,desmond prendergast,Desmond Prendergast,,Rooksby Legal,"Senior Manager, Engineering",Dana Whitfield,1,1,False,1
linkedin.com/in/desmond-quillane-4349,profile_url,desmond quillane,Desmond Quillane,linkedin.com/in/desmond-quillane-4349,Dunmowe Travel,Head of Innovation,Marcus Aldridge,1,1,False,0
